ID,hour,holiday,maxtemp,mintemp,load
601,0.263,0,0.862,1,17.307
602,0.274,0,0.862,1,19.079
603,0.284,0,0.862,1,20.205
604,0.295,0,0.862,1,20.528
605,0.305,0,0.862,1,21.252
606,0.316,0,0.862,1,22.379
607,0.326,0,0.862,1,23.425
608,0.337,0,0.862,1,25.921
609,0.347,0,0.862,1,27.451
610,0.358,0,0.862,1,29.946
611,0.368,0,0.862,1,31.476
612,0.379,0,0.862,1,31.636
613,0.389,0,0.862,1,33.005
614,0.4,0,0.862,1,33.166
615,0.411,0,0.862,1,34.374
616,0.421,0,0.862,1,34.454
617,0.432,0,0.862,1,33.408
618,0.442,0,0.862,1,34.454
619,0.453,0,0.862,1,34.213
620,0.463,0,0.862,1,34.213
621,0.474,0,0.862,1,35.179
622,0.484,0,0.862,1,35.42
623,0.495,0,0.862,1,34.374
624,0.505,0,0.862,1,28.014
625,0.516,0,0.862,1,23.989
626,0.526,0,0.862,1,23.828
627,0.537,0,0.862,1,24.15
628,0.547,0,0.862,1,24.713
629,0.558,0,0.862,1,27.531
630,0.568,0,0.862,1,29.785
631,0.579,0,0.862,1,31.717
632,0.589,0,0.862,1,31.717
633,0.6,0,0.862,1,30.831
634,0.611,0,0.862,1,30.59
635,0.621,0,0.862,1,30.831
636,0.632,0,0.862,1,30.348
637,0.642,0,0.862,1,29.382
638,0.653,0,0.862,1,29.946
639,0.663,0,0.862,1,30.59
640,0.674,0,0.862,1,29.946
641,0.684,0,0.862,1,29.06
642,0.695,0,0.862,1,29.463
643,0.705,0,0.862,1,29.382
644,0.716,0,0.862,1,29.302
645,0.726,0,0.862,1,28.98
646,0.737,0,0.862,1,29.543
647,0.747,0,0.862,1,27.611
648,0.758,0,0.862,1,25.84
649,0.768,0,0.862,1,25.921
650,0.779,0,0.862,1,25.116
651,0.789,0,0.862,1,25.518
652,0.8,0,0.862,1,26.323
653,0.811,0,0.862,1,27.289
654,0.821,0,0.862,1,27.128
655,0.832,0,0.862,1,27.692
656,0.842,0,0.862,1,27.451
657,0.853,0,0.862,1,28.014
658,0.863,0,0.862,1,27.853
659,0.874,0,0.862,1,27.37
660,0.884,0,0.862,1,26.646
661,0.895,0,0.862,1,25.358
662,0.905,0,0.862,1,24.713
663,0.916,0,0.862,1,23.828
664,0.926,0,0.862,1,22.621
665,0.937,0,0.862,1,21.735
666,0.947,0,0.862,1,20.125
667,0.958,0,0.862,1,19.24
668,0.968,0,0.862,1,18.515
669,0.979,0,0.862,1,19.32
670,0.989,0,0.862,1,19.562
671,1,0,0.862,1,20.125
672,0,0,0.623,0.74,20.93
673,0.011,0,0.623,0.74,20.608
674,0.021,0,0.623,0.74,19.883
675,0.032,0,0.623,0.74,19.964
676,0.042,0,0.623,0.74,18.998
677,0.053,0,0.623,0.74,19.32
678,0.063,0,0.623,0.74,18.354
679,0.074,0,0.623,0.74,19.24
680,0.084,0,0.623,0.74,18.354
681,0.095,0,0.623,0.74,18.917
682,0.105,0,0.623,0.74,17.791
683,0.116,0,0.623,0.74,16.744
684,0.126,0,0.623,0.74,18.112
685,0.137,0,0.623,0.74,17.469
686,0.147,0,0.623,0.74,17.791
687,0.158,0,0.623,0.74,17.469
688,0.168,0,0.623,0.74,16.905
689,0.179,0,0.623,0.74,15.778
690,0.189,0,0.623,0.74,16.341
691,0.2,0,0.623,0.74,16.1
692,0.211,0,0.623,0.74,16.02
693,0.221,0,0.623,0.74,16.583
694,0.232,0,0.623,0.74,16.261
695,0.242,0,0.623,0.74,16.744
696,0.253,0,0.623,0.74,15.698
697,0.263,0,0.623,0.74,16.986
698,0.274,0,0.623,0.74,17.146
699,0.284,0,0.623,0.74,17.951
700,0.295,0,0.623,0.74,18.274
701,0.305,0,0.623,0.74,19.722
702,0.316,0,0.623,0.74,21.091
703,0.326,0,0.623,0.74,22.459
704,0.337,0,0.623,0.74,23.184
705,0.347,0,0.623,0.74,25.358
706,0.358,0,0.623,0.74,28.658
707,0.368,0,0.623,0.74,28.739
708,0.379,0,0.623,0.74,28.98
709,0.389,0,0.623,0.74,30.51
710,0.4,0,0.623,0.74,29.785
711,0.411,0,0.623,0.74,30.429
712,0.421,0,0.623,0.74,30.831
713,0.432,0,0.623,0.74,30.912
714,0.442,0,0.623,0.74,31.314
715,0.453,0,0.623,0.74,31.234
716,0.463,0,0.623,0.74,32.522
717,0.474,0,0.623,0.74,33.085
718,0.484,0,0.623,0.74,32.844
719,0.495,0,0.623,0.74,31.153
720,0.505,0,0.623,0.74,24.552
721,0.516,0,0.623,0.74,22.942
722,0.526,0,0.623,0.74,23.506
723,0.537,0,0.623,0.74,23.345
724,0.547,0,0.623,0.74,23.909
725,0.558,0,0.623,0.74,26.726
726,0.568,0,0.623,0.74,27.289
727,0.579,0,0.623,0.74,28.577
728,0.589,0,0.623,0.74,28.577
729,0.6,0,0.623,0.74,28.255
730,0.611,0,0.623,0.74,28.577
731,0.621,0,0.623,0.74,28.577
732,0.632,0,0.623,0.74,28.014
733,0.642,0,0.623,0.74,28.175
734,0.653,0,0.623,0.74,27.934
735,0.663,0,0.623,0.74,28.094
736,0.674,0,0.623,0.74,27.853
737,0.684,0,0.623,0.74,28.899
738,0.695,0,0.623,0.74,28.739
739,0.705,0,0.623,0.74,29.463
740,0.716,0,0.623,0.74,29.302
741,0.726,0,0.623,0.74,30.107
742,0.737,0,0.623,0.74,28.497
743,0.747,0,0.623,0.74,27.37
744,0.758,0,0.623,0.74,26.404
745,0.768,0,0.623,0.74,25.116
746,0.779,0,0.623,0.74,24.955
747,0.789,0,0.623,0.74,25.196
748,0.8,0,0.623,0.74,25.358
749,0.811,0,0.623,0.74,25.358
750,0.821,0,0.623,0.74,25.76
751,0.832,0,0.623,0.74,26.806
752,0.842,0,0.623,0.74,26.646
753,0.853,0,0.623,0.74,27.209
754,0.863,0,0.623,0.74,26.323
755,0.874,0,0.623,0.74,25.921
756,0.884,0,0.623,0.74,25.277
757,0.895,0,0.623,0.74,24.23
758,0.905,0,0.623,0.74,23.989
759,0.916,0,0.623,0.74,22.379
760,0.926,0,0.623,0.74,22.379
761,0.937,0,0.623,0.74,20.286
762,0.947,0,0.623,0.74,19.562
763,0.958,0,0.623,0.74,19.159
764,0.968,0,0.623,0.74,18.434
765,0.979,0,0.623,0.74,19.562
766,0.989,0,0.623,0.74,18.193
767,1,0,0.623,0.74,19.079
768,0,0,0.435,0.28,18.837
769,0.011,0,0.435,0.28,19.32
770,0.021,0,0.435,0.28,19.803
771,0.032,0,0.435,0.28,18.676
772,0.042,0,0.435,0.28,18.676
773,0.053,0,0.435,0.28,18.917
774,0.063,0,0.435,0.28,17.871
775,0.074,0,0.435,0.28,18.595
776,0.084,0,0.435,0.28,18.757
777,0.095,0,0.435,0.28,18.112
778,0.105,0,0.435,0.28,18.112
779,0.116,0,0.435,0.28,17.549
780,0.126,0,0.435,0.28,17.066
781,0.137,0,0.435,0.28,17.227
782,0.147,0,0.435,0.28,16.663
783,0.158,0,0.435,0.28,15.778
784,0.168,0,0.435,0.28,15.858
785,0.179,0,0.435,0.28,16.1
786,0.189,0,0.435,0.28,15.698
787,0.2,0,0.435,0.28,15.617
788,0.211,0,0.435,0.28,15.778
789,0.221,0,0.435,0.28,15.939
790,0.232,0,0.435,0.28,15.778
791,0.242,0,0.435,0.28,16.181
792,0.253,0,0.435,0.28,16.1
793,0.263,0,0.435,0.28,16.341
794,0.274,0,0.435,0.28,17.146
795,0.284,0,0.435,0.28,18.274
796,0.295,0,0.435,0.28,19.159
797,0.305,0,0.435,0.28,19.964
798,0.316,0,0.435,0.28,21.091
799,0.326,0,0.435,0.28,21.896
800,0.337,0,0.435,0.28,24.552
801,0.347,0,0.435,0.28,27.048
802,0.358,0,0.435,0.28,29.302
803,0.368,0,0.435,0.28,31.153
804,0.379,0,0.435,0.28,32.603
805,0.389,0,0.435,0.28,32.522
806,0.4,0,0.435,0.28,33.408
807,0.411,0,0.435,0.28,33.246
808,0.421,0,0.435,0.28,33.649
809,0.432,0,0.435,0.28,33.649
810,0.442,0,0.435,0.28,34.374
811,0.453,0,0.435,0.28,35.5
812,0.463,0,0.435,0.28,35.742
813,0.474,0,0.435,0.28,36.466
814,0.484,0,0.435,0.28,35.822
815,0.495,0,0.435,0.28,34.535
816,0.505,0,0.435,0.28,27.289
817,0.516,0,0.435,0.28,24.23
818,0.526,0,0.435,0.28,23.909
819,0.537,0,0.435,0.28,24.069
820,0.547,0,0.435,0.28,26.243
821,0.558,0,0.435,0.28,29.06
822,0.568,0,0.435,0.28,31.556
823,0.579,0,0.435,0.28,32.2
824,0.589,0,0.435,0.28,33.327
825,0.6,0,0.435,0.28,34.213
826,0.611,0,0.435,0.28,33.569
827,0.621,0,0.435,0.28,33.488
828,0.632,0,0.435,0.28,32.441
829,0.642,0,0.435,0.28,32.844
830,0.653,0,0.435,0.28,33.569
831,0.663,0,0.435,0.28,33.408
832,0.674,0,0.435,0.28,33.89
833,0.684,0,0.435,0.28,33.327
834,0.695,0,0.435,0.28,34.535
835,0.705,0,0.435,0.28,34.695
836,0.716,0,0.435,0.28,34.535
837,0.726,0,0.435,0.28,34.856
838,0.737,0,0.435,0.28,35.34
839,0.747,0,0.435,0.28,34.776
840,0.758,0,0.435,0.28,31.314
841,0.768,0,0.435,0.28,29.543
842,0.779,0,0.435,0.28,30.188
843,0.789,0,0.435,0.28,30.268
844,0.8,0,0.435,0.28,30.831
845,0.811,0,0.435,0.28,30.993
846,0.821,0,0.435,0.28,31.636
847,0.832,0,0.435,0.28,31.073
848,0.842,0,0.435,0.28,30.429
849,0.853,0,0.435,0.28,29.705
850,0.863,0,0.435,0.28,29.382
851,0.874,0,0.435,0.28,28.417
852,0.884,0,0.435,0.28,27.128
853,0.895,0,0.435,0.28,26.163
854,0.905,0,0.435,0.28,25.518
855,0.916,0,0.435,0.28,24.875
856,0.926,0,0.435,0.28,24.23
857,0.937,0,0.435,0.28,22.942
858,0.947,0,0.435,0.28,22.379
859,0.958,0,0.435,0.28,20.93
860,0.968,0,0.435,0.28,20.769
861,0.979,0,0.435,0.28,21.654
862,0.989,0,0.435,0.28,21.574
863,1,0,0.435,0.28,22.137
864,0,0,0,0,21.413
865,0.011,0,0,0,21.574
866,0.021,0,0,0,21.896
867,0.032,0,0,0,20.366
868,0.042,0,0,0,19.883
869,0.053,0,0,0,20.769
870,0.063,0,0,0,20.85
871,0.074,0,0,0,20.366
872,0.084,0,0,0,19.883
873,0.095,0,0,0,19.159
874,0.105,0,0,0,19.32
875,0.116,0,0,0,18.757
876,0.126,0,0,0,19.079
877,0.137,0,0,0,19.159
878,0.147,0,0,0,19.24
879,0.158,0,0,0,18.274
880,0.168,0,0,0,18.274
881,0.179,0,0,0,17.871
882,0.189,0,0,0,17.227
883,0.2,0,0,0,17.227
884,0.211,0,0,0,16.986
885,0.221,0,0,0,16.824
886,0.232,0,0,0,16.341
887,0.242,0,0,0,16.824
888,0.253,0,0,0,17.307
889,0.263,0,0,0,18.112
890,0.274,0,0,0,18.998
891,0.284,0,0,0,19.964
892,0.295,0,0,0,20.528
893,0.305,0,0,0,22.379
894,0.316,0,0,0,23.587
895,0.326,0,0,0,24.552
896,0.337,0,0,0,27.128
897,0.347,0,0,0,30.268
898,0.358,0,0,0,32.28
899,0.368,0,0,0,32.924
900,0.379,0,0,0,33.488
901,0.389,0,0,0,33.569
902,0.4,0,0,0,34.132
903,0.411,0,0,0,34.132
904,0.421,0,0,0,34.374
905,0.432,0,0,0,34.132
906,0.442,0,0,0,34.695
907,0.453,0,0,0,36.064
908,0.463,0,0,0,36.466
909,0.474,0,0,0,38.076
910,0.484,0,0,0,38.479
911,0.495,0,0,0,35.661
912,0.505,0,0,0,29.06
913,0.516,0,0,0,25.76
914,0.526,0,0,0,25.518
915,0.537,0,0,0,26.968
916,0.547,0,0,0,26.887
917,0.558,0,0,0,29.302
918,0.568,0,0,0,30.831
919,0.579,0,0,0,32.361
920,0.589,0,0,0,32.683
921,0.6,0,0,0,33.729
922,0.611,0,0,0,32.361
923,0.621,0,0,0,32.764
924,0.632,0,0,0,33.005
925,0.642,0,0,0,33.166
926,0.653,0,0,0,34.051
927,0.663,0,0,0,34.374
928,0.674,0,0,0,33.89
929,0.684,0,0,0,33.971
930,0.695,0,0,0,34.213
931,0.705,0,0,0,34.213
932,0.716,0,0,0,34.695
933,0.726,0,0,0,34.535
934,0.737,0,0,0,33.488
935,0.747,0,0,0,32.119
936,0.758,0,0,0,30.51
937,0.768,0,0,0,29.302
938,0.779,0,0,0,30.59
939,0.789,0,0,0,30.188
940,0.8,0,0,0,29.463
941,0.811,0,0,0,30.751
942,0.821,0,0,0,31.476
943,0.832,0,0,0,31.878
944,0.842,0,0,0,31.395
945,0.853,0,0,0,31.395
946,0.863,0,0,0,31.556
947,0.874,0,0,0,30.268
948,0.884,0,0,0,29.302
949,0.895,0,0,0,28.255
950,0.905,0,0,0,26.565
951,0.916,0,0,0,26.726
952,0.926,0,0,0,25.358
953,0.937,0,0,0,23.506
954,0.947,0,0,0,22.299
955,0.958,0,0,0,21.735
956,0.968,0,0,0,22.621
957,0.979,0,0,0,22.379
958,0.989,0,0,0,22.862
959,1,0,0,0,23.345
960,0,0,0.174,0,23.506
961,0.011,0,0.174,0,22.299
962,0.021,0,0.174,0,22.459
963,0.032,0,0.174,0,22.54
964,0.042,0,0.174,0,22.862
965,0.053,0,0.174,0,22.299
966,0.063,0,0.174,0,21.333
967,0.074,0,0.174,0,20.93
968,0.084,0,0.174,0,20.205
969,0.095,0,0.174,0,20.85
970,0.105,0,0.174,0,21.01
971,0.116,0,0.174,0,21.252
972,0.126,0,0.174,0,19.883
973,0.137,0,0.174,0,20.125
974,0.147,0,0.174,0,18.757
975,0.158,0,0.174,0,19.159
976,0.168,0,0.174,0,18.595
977,0.179,0,0.174,0,18.193
978,0.189,0,0.174,0,19.24
979,0.2,0,0.174,0,18.354
980,0.211,0,0.174,0,17.951
981,0.221,0,0.174,0,17.066
982,0.232,0,0.174,0,17.388
983,0.242,0,0.174,0,17.227
984,0.253,0,0.174,0,18.112
985,0.263,0,0.174,0,18.757
986,0.274,0,0.174,0,18.998
987,0.284,0,0.174,0,19.562
988,0.295,0,0.174,0,20.688
989,0.305,0,0.174,0,22.299
990,0.316,0,0.174,0,23.587
991,0.326,0,0.174,0,24.23
992,0.337,0,0.174,0,27.611
993,0.347,0,0.174,0,30.429
994,0.358,0,0.174,0,33.89
995,0.368,0,0.174,0,34.615
996,0.379,0,0.174,0,35.661
997,0.389,0,0.174,0,36.225
998,0.4,0,0.174,0,36.386
999,0.411,0,0.174,0,35.581
1000,0.421,0,0.174,0,35.42
1001,0.432,0,0.174,0,34.856
1002,0.442,0,0.174,0,35.903
1003,0.453,0,0.174,0,35.903
1004,0.463,0,0.174,0,36.708
1005,0.474,0,0.174,0,38.721
1006,0.484,0,0.174,0,37.513
1007,0.495,0,0.174,0,36.225
1008,0.505,0,0.174,0,27.772
1009,0.516,0,0.174,0,24.472
1010,0.526,0,0.174,0,24.392
1011,0.537,0,0.174,0,23.184
1012,0.547,0,0.174,0,24.552
1013,0.558,0,0.174,0,26.323
1014,0.568,0,0.174,0,28.739
1015,0.579,0,0.174,0,29.463
1016,0.589,0,0.174,0,30.429
1017,0.6,0,0.174,0,31.395
1018,0.611,0,0.174,0,31.234
1019,0.621,0,0.174,0,30.912
1020,0.632,0,0.174,0,30.831
1021,0.642,0,0.174,0,31.153
1022,0.653,0,0.174,0,31.314
1023,0.663,0,0.174,0,30.993
1024,0.674,0,0.174,0,32.119
1025,0.684,0,0.174,0,32.119
1026,0.695,0,0.174,0,31.556
1027,0.705,0,0.174,0,30.912
1028,0.716,0,0.174,0,31.636
1029,0.726,0,0.174,0,31.636
1030,0.737,0,0.174,0,31.958
1031,0.747,0,0.174,0,30.026
1032,0.758,0,0.174,0,29.302
1033,0.768,0,0.174,0,27.772
1034,0.779,0,0.174,0,29.382
1035,0.789,0,0.174,0,28.739
1036,0.8,0,0.174,0,27.692
1037,0.811,0,0.174,0,28.819
1038,0.821,0,0.174,0,29.624
1039,0.832,0,0.174,0,30.429
1040,0.842,0,0.174,0,29.865
1041,0.853,0,0.174,0,30.188
1042,0.863,0,0.174,0,30.026
1043,0.874,0,0.174,0,29.946
1044,0.884,0,0.174,0,28.658
1045,0.895,0,0.174,0,27.772
1046,0.905,0,0.174,0,26.323
1047,0.916,0,0.174,0,26.001
1048,0.926,0,0.174,0,25.116
1049,0.937,0,0.174,0,23.989
1050,0.947,0,0.174,0,22.218
1051,0.958,0,0.174,0,21.654
1052,0.968,0,0.174,0,21.01
1053,0.979,0,0.174,0,21.976
1054,0.989,0,0.174,0,21.976
1055,1,0,0.174,0,22.701
1056,0,1,0.029,0.1,23.747
1057,0.011,1,0.029,0.1,23.104
1058,0.021,1,0.029,0.1,22.862
1059,0.032,1,0.029,0.1,21.01
1060,0.042,1,0.029,0.1,21.333
1061,0.053,1,0.029,0.1,21.574
1062,0.063,1,0.029,0.1,22.218
1063,0.074,1,0.029,0.1,21.735
1064,0.084,1,0.029,0.1,21.413
1065,0.095,1,0.029,0.1,21.252
1066,0.105,1,0.029,0.1,21.333
1067,0.116,1,0.029,0.1,19.964
1068,0.126,1,0.029,0.1,20.769
1069,0.137,1,0.029,0.1,20.447
1070,0.147,1,0.029,0.1,19.24
1071,0.158,1,0.029,0.1,18.998
1072,0.168,1,0.029,0.1,18.837
1073,0.179,1,0.029,0.1,18.354
1074,0.189,1,0.029,0.1,18.274
1075,0.2,1,0.029,0.1,17.146
1076,0.211,1,0.029,0.1,17.951
1077,0.221,1,0.029,0.1,17.71
1078,0.232,1,0.029,0.1,17.307
1079,0.242,1,0.029,0.1,17.146
1080,0.253,1,0.029,0.1,18.193
1081,0.263,1,0.029,0.1,18.112
1082,0.274,1,0.029,0.1,18.676
1083,0.284,1,0.029,0.1,18.595
1084,0.295,1,0.029,0.1,18.998
1085,0.305,1,0.029,0.1,20.608
1086,0.316,1,0.029,0.1,22.459
1087,0.326,1,0.029,0.1,23.747
1088,0.337,1,0.029,0.1,26.404
1089,0.347,1,0.029,0.1,29.543
1090,0.358,1,0.029,0.1,32.119
1091,0.368,1,0.029,0.1,34.132
1092,0.379,1,0.029,0.1,33.81
1093,0.389,1,0.029,0.1,35.098
1094,0.4,1,0.029,0.1,35.822
1095,0.411,1,0.029,0.1,35.259
1096,0.421,1,0.029,0.1,35.098
1097,0.432,1,0.029,0.1,36.145
1098,0.442,1,0.029,0.1,35.5
1099,0.453,1,0.029,0.1,36.064
1100,0.463,1,0.029,0.1,37.191
1101,0.474,1,0.029,0.1,36.95
1102,0.484,1,0.029,0.1,37.835
1103,0.495,1,0.029,0.1,35.179
1104,0.505,1,0.029,0.1,27.692
1105,0.516,1,0.029,0.1,25.438
1106,0.526,1,0.029,0.1,26.001
1107,0.537,1,0.029,0.1,26.243
1108,0.547,1,0.029,0.1,27.37
1109,0.558,1,0.029,0.1,30.51
1110,0.568,1,0.029,0.1,31.717
1111,0.579,1,0.029,0.1,31.717
1112,0.589,1,0.029,0.1,33.085
1113,0.6,1,0.029,0.1,33.005
1114,0.611,1,0.029,0.1,33.246
1115,0.621,1,0.029,0.1,32.764
1116,0.632,1,0.029,0.1,33.166
1117,0.642,1,0.029,0.1,33.327
1118,0.653,1,0.029,0.1,33.729
1119,0.663,1,0.029,0.1,34.213
1120,0.674,1,0.029,0.1,33.488
1121,0.684,1,0.029,0.1,33.327
1122,0.695,1,0.029,0.1,33.89
1123,0.705,1,0.029,0.1,34.132
1124,0.716,1,0.029,0.1,33.569
1125,0.726,1,0.029,0.1,34.293
1126,0.737,1,0.029,0.1,33.81
1127,0.747,1,0.029,0.1,32.603
1128,0.758,1,0.029,0.1,30.268
1129,0.768,1,0.029,0.1,28.497
1130,0.779,1,0.029,0.1,29.624
1131,0.789,1,0.029,0.1,28.899
1132,0.8,1,0.029,0.1,28.819
1133,0.811,1,0.029,0.1,29.785
1134,0.821,1,0.029,0.1,30.993
1135,0.832,1,0.029,0.1,30.429
1136,0.842,1,0.029,0.1,30.107
1137,0.853,1,0.029,0.1,30.348
1138,0.863,1,0.029,0.1,29.463
1139,0.874,1,0.029,0.1,29.141
1140,0.884,1,0.029,0.1,28.497
1141,0.895,1,0.029,0.1,27.531
1142,0.905,1,0.029,0.1,26.163
1143,0.916,1,0.029,0.1,26.323
1144,0.926,1,0.029,0.1,24.311
1145,0.937,1,0.029,0.1,23.828
1146,0.947,1,0.029,0.1,22.137
1147,0.958,1,0.029,0.1,21.091
1148,0.968,1,0.029,0.1,19.883
1149,0.979,1,0.029,0.1,21.976
1150,0.989,1,0.029,0.1,21.171
1151,1,1,0.029,0.1,22.057
1152,0,1,0.63,0.04,21.413
1153,0.011,1,0.63,0.04,21.976
1154,0.021,1,0.63,0.04,22.379
1155,0.032,1,0.63,0.04,21.574
1156,0.042,1,0.63,0.04,22.057
1157,0.053,1,0.63,0.04,21.091
1158,0.063,1,0.63,0.04,22.137
1159,0.074,1,0.63,0.04,20.688
1160,0.084,1,0.63,0.04,21.896
1161,0.095,1,0.63,0.04,21.333
1162,0.105,1,0.63,0.04,21.01
1163,0.116,1,0.63,0.04,20.85
1164,0.126,1,0.63,0.04,21.252
1165,0.137,1,0.63,0.04,19.562
1166,0.147,1,0.63,0.04,19.079
1167,0.158,1,0.63,0.04,18.515
1168,0.168,1,0.63,0.04,17.388
1169,0.179,1,0.63,0.04,18.595
1170,0.189,1,0.63,0.04,18.917
1171,0.2,1,0.63,0.04,18.193
1172,0.211,1,0.63,0.04,17.549
1173,0.221,1,0.63,0.04,16.744
1174,0.232,1,0.63,0.04,17.388
1175,0.242,1,0.63,0.04,16.503
1176,0.253,1,0.63,0.04,17.549
1177,0.263,1,0.63,0.04,17.227
1178,0.274,1,0.63,0.04,17.227
1179,0.284,1,0.63,0.04,17.388
1180,0.295,1,0.63,0.04,19.079
1181,0.305,1,0.63,0.04,20.608
1182,0.316,1,0.63,0.04,21.252
1183,0.326,1,0.63,0.04,22.299
1184,0.337,1,0.63,0.04,24.311
1185,0.347,1,0.63,0.04,26.726
1186,0.358,1,0.63,0.04,28.417
1187,0.368,1,0.63,0.04,28.98
1188,0.379,1,0.63,0.04,29.785
1189,0.389,1,0.63,0.04,30.107
1190,0.4,1,0.63,0.04,29.785
1191,0.411,1,0.63,0.04,30.188
1192,0.421,1,0.63,0.04,30.268
1193,0.432,1,0.63,0.04,29.463
1194,0.442,1,0.63,0.04,30.188
1195,0.453,1,0.63,0.04,30.348
1196,0.463,1,0.63,0.04,30.429
1197,0.474,1,0.63,0.04,32.844
1198,0.484,1,0.63,0.04,32.764
1199,0.495,1,0.63,0.04,30.831
1200,0.505,1,0.63,0.04,24.955
1201,0.516,1,0.63,0.04,21.091
1202,0.526,1,0.63,0.04,20.447
1203,0.537,1,0.63,0.04,20.528
1204,0.547,1,0.63,0.04,22.379
1205,0.558,1,0.63,0.04,23.667
1206,0.568,1,0.63,0.04,25.035
1207,0.579,1,0.63,0.04,25.84
1208,0.589,1,0.63,0.04,26.001
1209,0.6,1,0.63,0.04,26.243
1210,0.611,1,0.63,0.04,26.565
1211,0.621,1,0.63,0.04,26.646
1212,0.632,1,0.63,0.04,25.68
1213,0.642,1,0.63,0.04,26.968
1214,0.653,1,0.63,0.04,25.921
1215,0.663,1,0.63,0.04,27.048
1216,0.674,1,0.63,0.04,26.243
1217,0.684,1,0.63,0.04,26.887
1218,0.695,1,0.63,0.04,26.887
1219,0.705,1,0.63,0.04,27.692
1220,0.716,1,0.63,0.04,27.37
